gene-chr,gene-start,gene-end,mRNA-start,mRNA-end,gene-ID,Genbank,Product,mRNALength
NC_035782.1,75021356,75024078,75021356,75024078,111123086,XM_022465183.1,protein ABHD14B-like,2722
NC_035782.1,75030255,75033075,75030255,75033075,111125016,XM_022468419.1,BTB/POZ domain-containing protein 6-B-like,2820
NC_035782.1,75035687,75041010,75035687,75041010,111125017,XM_022468420.1,mothers against decapentaplegic homolog 5-like,5323
NC_035782.1,75041245,75049554,75041245,75049554,111125551,XM_022469480.1,glutathione S-transferase C-terminal domain-containing protein-like,8309
NC_035782.1,75049474,75056138,75049474,75056138,111125553,XM_022469483.1,vacuolar protein-sorting-associated protein 36-like,6664
NC_035782.1,75056451,75057947,75056451,75057947,111125552,XM_022469482.1,uncharacterized LOC111125552,1496
NC_035782.1,75059109,75068425,75059109,75068425,111123103,XM_022465208.1,apoptosis-inducing factor 1,9316
NC_035782.1,75073681,75079406,75073681,75079406,111122493,XM_022464267.1,leucine-rich repeat-containing protein 74B-like,5725
NC_035782.1,75083406,75089290,75083406,75089290,111126468,XM_022471149.1,calmodulin-like protein 3,5884
NC_035782.1,75103919,75108182,75103919,75108182,111125713,XM_022469770.1,uncharacterized LOC111125713,4263
NC_035782.1,75111598,75120312,75111598,75120312,111125449,XM_022469268.1,uncharacterized LOC111125449,8714
NC_035782.1,75127436,75137194,75127436,75137194,111125448,XM_022469267.1,chitin synthase 1-like,9758
NC_035782.1,75151411,75158916,75151411,75158916,111125756,XM_022469842.1,chitin synthase 2-like,7505
NC_035782.1,75174312,75175646,75174312,75175646,111126361,XM_022470925.1,probable pterin-4-alpha-carbinolamine dehydratase,1334
NC_035782.1,75176524,75204844,75176524,75204844,111124498,XM_022467407.1,alpha-1,28320
NC_035782.1,75185311,75188000,75185311,75188000,111124499,XM_022467408.1,uncharacterized LOC111124499,2689
NC_035782.1,75234072,75241034,75234072,75241034,111124448,XM_022467301.1,uncharacterized LOC111124448,6962
NC_035782.1,75248616,75262885,75248616,75262885,111124715,XM_022467841.1,protein inturned-like,14269
NC_035782.1,75264963,75266270,75264963,75266270,111124449,XM_022467302.1,eukaryotic translation initiation factor 4B-like,1307
NC_035782.1,75277513,75287795,75277513,75287795,111124714,XM_022467840.1,neurogenic locus notch homolog protein 1-like,10282
NC_035782.1,75288111,75295398,75288111,75295398,111124713,XM_022467839.1,ectin-like,7287
NC_035782.1,75297148,75303508,75297148,75303508,111124712,XM_022467838.1,ectin-like,6360
NC_035782.1,75306912,75317478,75306912,75317478,111123633,XM_022466092.1,leucine-rich repeat-containing protein 74A-like,10566
NC_035782.1,75351619,75358658,75351619,75358658,111125495,XM_022469399.1,piRNA biogenesis protein EXD1-like,7039
NC_035782.1,75359830,75368443,75359830,75368443,111125493,XM_022469396.1,uncharacterized LOC111125493,8613
NC_035782.1,75373865,75381541,75373865,75381541,111124450,XM_022467303.1,uncharacterized LOC111124450,7676
NC_035782.1,75385640,75402001,75385640,75402001,111124452,XM_022467305.1,uncharacterized LOC111124452,16361
NC_035782.1,75385812,75388905,75385812,75388905,111125494,XM_022469398.1,putative nuclease HARBI1,3093
NC_035782.1,75388450,75390629,75388450,75390629,111124451,XM_022467304.1,nuclear apoptosis-inducing factor 1-like,2179
NC_035782.1,75409071,75415689,75409071,75415689,111124453,XM_022467306.1,uncharacterized LOC111124453,6618
NC_035782.1,75415774,75416911,75415774,75416911,111127381,XM_022472540.1,uncharacterized LOC111127381,1137
NC_035782.1,75420084,75423671,75420084,75423671,111126430,XM_022471077.1,uncharacterized LOC111126430,3587
NC_035782.1,75429190,75437072,75429190,75437072,111124454,XM_022467307.1,uncharacterized LOC111124454,7882
NC_035782.1,75441272,75443052,75441272,75443052,111127463,XM_022472646.1,beta-1,1780
NC_035782.1,75445184,75454880,75445184,75454880,111124501,XM_022467411.1,alpha-amylase-like,9696
NC_035782.1,75456410,75459389,75456410,75459389,111124503,XM_022467418.1,uncharacterized LOC111124503,2979
NC_035782.1,75459493,75474780,75459493,75474780,111124502,XM_022467416.1,leucine-rich repeat-containing protein 74B-like,15287
NC_035782.1,75472779,75479638,75472779,75479638,111124500,XM_022467409.1,ribonucleoside-diphosphate reductase large subunit-like,6859
NC_035782.1,75513508,75520442,75513508,75520442,111126414,XM_022471045.1,transmembrane protein 165-like,6934
NC_035782.1,75527856,75540785,75527856,75540785,111127423,XM_022472596.1,uncharacterized LOC111127423,12929
NC_035782.1,75549898,75554964,75549898,75554964,111122638,XM_022464480.1,uncharacterized LOC111122638,5066
NC_035782.1,75560386,75564495,75560386,75564495,111126130,XM_022470542.1,zinc finger protein 181-like,4109
NC_035782.1,75567863,75572411,75567863,75572411,111126129,XM_022470540.1,A-kinase anchor protein 17A-like,4548
NC_035782.1,75576599,75611211,75576599,75611211,111125541,XM_022469466.1,arginine--tRNA ligase,34612
NC_035782.1,75594056,75597596,75594056,75597596,111125542,XM_022469467.1,uncharacterized LOC111125542,3540
NC_035782.1,75615994,75627334,75615994,75627334,111126695,XM_022471515.1,low-density lipoprotein receptor-related protein 6-like,11340
NC_035782.1,75630377,75637133,75630377,75637133,111122742,XM_022464628.1,sodium/glucose cotransporter 4-like,6756
NC_035782.1,75638894,75640664,75638894,75640664,111124456,XM_022467308.1,uncharacterized protein K02A2.6-like,1770
NC_035782.1,75643728,75663249,75643728,75663249,111127262,XM_022472362.1,uncharacterized LOC111127262,19521
NC_035782.1,75668129,75671907,75668129,75671907,111123871,XM_022466518.1,cyclic nucleotide-gated cation channel alpha-3-like,3778
NC_035782.1,75675605,75692066,75675605,75692066,111125307,XM_022468933.1,kinase D-interacting substrate of 220 kDa-like,16461
NC_035782.1,75692099,75716529,75692099,75716529,111125365,XM_022469108.1,uncharacterized LOC111125365,24430
NC_035782.1,75696468,75698503,75696468,75698503,111124457,XM_022467309.1,uncharacterized LOC111124457,2035
NC_035782.1,75723100,75752523,75723100,75752523,111125364,XM_022469106.1,serine-aspartate repeat-containing protein F-like,29423
NC_035782.1,75752609,75758367,75752609,75758367,111125366,XM_022469113.1,uncharacterized LOC111125366,5758
NC_035782.1,75768103,75785738,75768103,75785738,111122713,XM_022464591.1,uncharacterized LOC111122713,17635
NC_035782.1,75785922,75787328,75785922,75787328,111124458,XM_022467310.1,uncharacterized LOC111124458,1406
NC_035782.1,75787355,75788349,75787355,75788349,111124459,XM_022467311.1,uncharacterized LOC111124459,994
NC_035782.1,75790025,75791549,75790025,75791549,111124460,XM_022467312.1,THAP domain-containing protein 6-like,1524
NC_035782.1,75797588,75815931,75797588,75815931,111123290,XM_022465534.1,uncharacterized LOC111123290,18343
NC_035782.1,75828219,75828986,75828219,75828986,111124461,XM_022467313.1,zinc finger protein 296-like,767
NC_035782.1,75838828,75900080,75838828,75900080,111126399,XM_022470997.1,uncharacterized LOC111126399,61252
NC_035782.1,75857706,75881383,75857706,75881383,111126400,XM_022471000.1,uncharacterized LOC111126400,23677
NC_035782.1,75907874,75918767,75907874,75918767,111124463,XM_022467314.1,kinetochore protein SLK19-like,10893
NC_035782.1,75934958,76123265,75934958,76123265,111126583,XM_022471328.1,B-cell receptor CD22-like,188307
NC_035782.1,75974789,75989745,75981160,75989745,111126585,XM_022471330.1,DNA ligase 1-like,8585
NC_035782.1,76173719,76178506,76173719,76178506,111124464,XM_022467315.1,protein phosphatase 1L-like,4787
NC_035782.1,76183430,76193715,76183430,76193715,111123114,XM_022465227.1,elongation factor G,10285
NC_035782.1,76194539,76200499,76194539,76200499,111124465,XM_022467316.1,elongation factor G,5960
NC_035782.1,76213636,76219970,76213636,76219970,111123558,XM_022465965.1,uncharacterized LOC111123558,6334
NC_035782.1,76220961,76364781,76220961,76364781,111122974,XM_022465024.1,B-cell receptor CD22-like,143820
NC_035782.1,76337639,76341579,76337639,76341579,111122976,XM_022465026.1,integrase/recombinase xerD homolog,3940
NC_035782.1,76386333,76416220,76386333,76416216,111122975,XM_022465025.1,hemicentin-1-like,29883
NC_035782.1,76432500,76501355,76432500,76501355,111122977,XM_022465028.1,uncharacterized LOC111122977,68855
NC_035782.1,76597953,76739640,76597953,76739640,111123027,XM_022465108.1,B-cell receptor CD22-like,141687
NC_035782.1,76790478,77013671,76790478,77013671,111126069,XM_022470462.1,uncharacterized LOC111126069,223193
NC_035782.1,77049880,77061117,77049880,77060733,111126773,XM_022471630.1,uncharacterized LOC111126773,10853
NC_035783.1,19889,29370,19889,29370,111130199,XM_022476980.1,coadhesin-like,9481
NC_035783.1,36835,43827,36835,43827,111128174,XM_022473648.1,uncharacterized LOC111128174,6992
NC_035783.1,52757,54984,52757,54984,111130198,XM_022476979.1,uncharacterized LOC111130198,2227
NC_035783.1,61894,81508,61894,81508,111128180,XM_022473658.1,uncharacterized LOC111128180,19614
NC_035783.1,86770,97562,86770,97562,111128187,XM_022473672.1,uncharacterized LOC111128187,10792
NC_035783.1,98293,100443,98293,100443,111128191,XM_022473675.1,uncharacterized LOC111128191,2150
NC_035783.1,126305,148833,126305,148832,111130197,XM_022476977.1,coadhesin-like,22527
NC_035783.1,155477,156949,155477,156949,111128201,XM_022473691.1,uncharacterized LOC111128201,1472
NC_035783.1,157002,159134,157002,159134,111128204,XM_022473695.1,uncharacterized LOC111128204,2132
NC_035783.1,161491,162797,161491,162797,111128208,XM_022473700.1,mucin-like protein,1306
NC_035783.1,176260,177774,176260,177774,111131064,XM_022478398.1,uncharacterized LOC111131064,1514
NC_035783.1,180052,181413,180052,181413,111130806,XM_022478052.1,uncharacterized LOC111130806,1361
NC_035783.1,190996,212157,190996,212157,111131097,XM_022478445.1,TFIIH basal transcription factor complex helicase XPD subunit-like,21161
NC_035783.1,212366,216771,212366,216771,111129153,XM_022475312.1,sperm-associated antigen 8-like,4405
NC_035783.1,217013,245809,217013,245809,111129151,XM_022475307.1,GRAM domain-containing protein 2B-like,28796
NC_035783.1,248731,251681,248731,251681,111129154,XM_022475313.1,uncharacterized LOC111129154,2950
NC_035783.1,252047,256967,252047,256967,111129152,XM_022475311.1,U11/U12 small nuclear ribonucleoprotein 48 kDa protein-like,4920
NC_035783.1,261373,265638,261374,265638,111131165,XM_022478568.1,solute carrier family 25 member 44-like,4264
NC_035783.1,273877,275325,273877,275325,111131023,XM_022478344.1,elongation factor Tu-like,1448
NC_035783.1,276597,281328,276597,281328,111129179,XM_022475408.1,uncharacterized LOC111129179,4731
NC_035783.1,282607,298482,282607,298482,111129180,XM_022475410.1,ubiquitin-associated protein 1-like,15875
NC_035783.1,299290,306567,299290,306567,111131566,XM_022479161.1,ataxin-3-like,7277
NC_035783.1,314520,324970,314520,324970,111128214,XM_022473715.1,calmodulin-like protein 12,10450
NC_035783.1,325830,347397,325830,347397,111128217,XM_022473720.1,uncharacterized LOC111128217,21567
NC_035783.1,335646,340745,335646,340745,111131474,XM_022479014.1,calmodulin-like,5099
NC_035783.1,347866,356657,347866,356657,111131476,XM_022479021.1,calmodulin-A-like,8791
NC_035783.1,358140,363316,358140,363316,111131477,XM_022479023.1,calmodulin-like,5176
NC_035783.1,392580,399399,392580,399051,111131475,XM_022479019.1,calmodulin-A-like,6471
NC_035783.1,420978,434940,420978,434940,111131480,XM_022479028.1,calcium-binding protein LPS1-alpha-like,13962
NC_035783.1,436005,449387,436005,449387,111128223,XM_022473726.1,calcium-binding protein LPS1-alpha-like,13382
NC_035783.1,449916,452260,449916,452260,111131478,XM_022479025.1,neo-calmodulin-like,2344
NC_035783.1,454357,455984,454357,455984,111131473,XM_022479012.1,TM2 domain-containing protein CG10795-like,1627
NC_035783.1,460860,463358,460860,463358,111131479,XM_022479026.1,neo-calmodulin-like,2498
NC_035783.1,464041,471772,464041,471772,111131481,XM_022479029.1,calmodulin-like,7731
NC_035783.1,475721,477208,475721,477208,111131565,XM_022479160.1,neuronal acetylcholine receptor subunit alpha-3-like,1487
NC_035783.1,482936,489751,482936,489751,111130752,XM_022477978.1,lectin BRA-3-like,6815
NC_035783.1,491511,501707,491511,501707,111130753,XM_022477979.1,perlucin-like protein,10196
NC_035783.1,504635,525904,504635,525904,111128581,XM_022474282.1,casein kinase I-like,21269
NC_035783.1,528758,549682,528758,549682,111131041,XM_022478370.1,centrosomal protein of 120 kDa-like,20924
NC_035783.1,568240,572107,568240,572107,111128230,XM_022473737.1,uncharacterized LOC111128230,3867
NC_035783.1,578386,584899,578386,584899,111128880,XM_022474810.1,E3 ubiquitin-protein ligase TRIM71-like,6513
NC_035783.1,592713,599431,592715,599431,111128898,XM_022474847.1,cytosolic Fe-S cluster assembly factor NBP35-like,6716
NC_035783.1,599241,616670,599241,616670,111128896,XM_022474841.1,nucleolar protein 6-like,17429
NC_035783.1,619079,625429,619079,625429,111128897,XM_022474844.1,cyclic AMP-responsive element-binding protein 3-like protein 3,6350
NC_035783.1,628666,629762,628666,629762,111128899,XM_022474848.1,iron-sulfur cluster co-chaperone protein HscB,1096
NC_035783.1,629767,633155,629767,633155,111128900,XM_022474850.1,U6 snRNA-associated Sm-like protein LSm6,3388
NC_035783.1,638332,667078,638332,667078,111128359,XM_022473944.1,sacsin-like,28746
NC_035783.1,692987,701449,692987,701449,111131515,XM_022479095.1,isocitrate dehydrogenase [NAD] subunit alpha,8462
NC_035783.1,701999,706607,701999,706607,111131581,XM_022479182.1,cyclin-dependent kinase D-1-like,4608
NC_035783.1,706845,714936,706845,714936,111130678,XM_022477870.1,receptor expression-enhancing protein 5-like,8091
NC_035783.1,715769,756088,715769,756088,111128746,XM_022474569.1,leucine-rich repeat-containing protein 49-like,40319
NC_035783.1,756150,763395,756150,763395,111128748,XM_022474576.1,galactose-1-phosphate uridylyltransferase-like,7245
NC_035783.1,768840,776308,768840,776308,111131003,XM_022478320.1,caspase-3-like,7468
NC_035783.1,778986,782211,778986,782211,111130798,XM_022478040.1,uncharacterized LOC111130798,3225
NC_035783.1,785552,796807,785552,796807,111131063,XM_022478397.1,alpha-aminoadipic semialdehyde dehydrogenase-like,11255
NC_035783.1,802329,804218,802329,804218,111131062,XM_022478396.1,tripartite motif-containing protein 45-like,1889
NC_035783.1,811346,903138,811346,903138,111129343,XM_022475661.1,uncharacterized LOC111129343,91792
NC_035783.1,905486,911054,905486,911054,111128081,XM_022473498.1,uncharacterized LOC111128081,5568
NC_035783.1,940273,942486,940273,942486,111131847,XM_022479582.1,uncharacterized LOC111131847,2213
NC_035783.1,947429,953842,947429,953842,111129043,XM_022475102.1,uncharacterized LOC111129043,6413
NC_035783.1,955982,964162,955982,964162,111129038,XM_022475097.1,coadhesin-like,8180
NC_035783.1,977427,985552,977427,985552,111128243,XM_022473749.1,uncharacterized LOC111128243,8125
NC_035783.1,986146,993447,986146,993447,111129035,XM_022475092.1,chitin synthase D-like,7301
NC_035783.1,1015265,1017501,1015265,1017501,111129040,XM_022475098.1,uncharacterized LOC111129040,2236
NC_035783.1,1029932,1037576,1029932,1037576,111129037,XM_022475094.1,uncharacterized LOC111129037,7644
NC_035783.1,1064714,1077042,1064714,1077042,111128249,XM_022473777.1,uncharacterized LOC111128249,12328
NC_035783.1,1082615,1093178,1082615,1093178,111128257,XM_022473791.1,uncharacterized LOC111128257,10563
NC_035783.1,1089314,1110584,1089314,1110584,111129036,XM_022475093.1,uncharacterized LOC111129036,21270
NC_035783.1,1122144,1128972,1122144,1128972,111128264,XM_022473800.1,uncharacterized LOC111128264,6828
NC_035783.1,1147511,1150942,1147511,1150942,111128271,XM_022473814.1,uncharacterized LOC111128271,3431
NC_035783.1,1158787,1173850,1158787,1173850,111128272,XM_022473815.1,uncharacterized LOC111128272,15063
NC_035783.1,1165504,1169671,1165504,1169671,111129034,XM_022475091.1,uncharacterized LOC111129034,4167
NC_035783.1,1174110,1198957,1174110,1198957,111129033,XM_022475088.1,chitin synthase 1-like,24847
NC_035783.1,1205623,1207873,1205623,1207873,111129041,XM_022475100.1,uncharacterized LOC111129041,2250
NC_035783.1,1213576,1221679,1213576,1221679,111128275,XM_022473818.1,uncharacterized LOC111128275,8103
NC_035783.1,1224608,1228257,1224608,1228257,111129042,XM_022475101.1,thrombospondin-1-like,3649
NC_035783.1,1228497,1235997,1228497,1235997,111129157,XM_022475317.1,coadhesin-like,7500
NC_035783.1,1236930,1246859,1236930,1246859,111129155,XM_022475314.1,organic cation transporter protein-like,9929
